id_client;sexe;tranche_age;enfant_conduite_accompagne;nombre_enfants;tranche_revenus;tranche_valeur_RP;formation;usage_vehicule;type_vehicule;vehicule_est_rouge;tranche nbr_pts-perdus;tranche_age_vehicule;type_conduite;date_demande_mois_année;etat_dossier;formule;tarif_devis
968;M;0-18;FAUX;0;150000-175000;450000-500000;PhD;Private;Sports Car;VRAI;0-3 pts;N/C;Highly Urban/ Urban;avr-22;complet;dev_integral;A
969;M;36-54;FAUX;2;25000-50000;N/C;<High School;Private;Sports Car;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
970;F;36-54;FAUX;0;50000-75000;200000-250000;Masters;Private;Minivan;FAUX;0-3 pts;20-25 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
971;M;54-72;FAUX;0;25000-50000;150000-200000;High School;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Rural/ Rural;avr-22;complet;dev_premium;B
972;F;36-54;FAUX;0;25000-50000;0-50000;Masters;Private;SUV;FAUX;3-6 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;B
973;M;36-54;FAUX;0;0-25000;50000-100000;Bachelors;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Rural/ Rural;janv-22;complet;dev_express;A
974;F;36-54;FAUX;0;0-25000;150000-200000;High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
975;F;72-90;FAUX;0;75000-100000;0-50000;Masters;Commercial;Van;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
976;M;0-18;FAUX;2;25000-50000;100000-150000;High School;Private;Pickup;VRAI;3-6 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
977;F;72-90;FAUX;0;75000-100000;200000-250000;Masters;Private;Minivan;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
978;F;54-72;FAUX;0;25000-50000;0-50000;<High School;Private;Minivan;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;mai-22;complet;dev_integral;A
979;F;54-72;VRAI;3;0-25000;100000-150000;<High School;Private;Pickup;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
980;F;36-54;FAUX;0;25000-50000;100000-150000;High School;Private;Minivan;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
981;F;54-72;FAUX;0;50000-75000;0-50000;Bachelors;Private;Minivan;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
982;M;90-108;FAUX;0;275000-300000;N/C;PhD;Private;Minivan;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
983;F;54-72;FAUX;0;50000-75000;150000-200000;Bachelors;Private;Sports Car;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
984;F;0-18;FAUX;3;50000-75000;150000-200000;Masters;Private;Pickup;FAUX;3-6 pts;20-25 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
985;M;54-72;FAUX;2;100000-125000;300000-350000;PhD;Commercial;Panel Truck;FAUX;0-3 pts;20-25 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
986;F;54-72;FAUX;0;50000-75000;200000-250000;<High School;Commercial;Panel Truck;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_premium;A
987;M;0-18;FAUX;0;75000-100000;250000-300000;High School;Commercial;Pickup;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
988;M;36-54;FAUX;0;50000-75000;250000-300000;Bachelors;Commercial;Panel Truck;VRAI;3-6 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
989;M;54-72;FAUX;0;125000-150000;0-50000;Masters;Private;Minivan;FAUX;6-9 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
990;F;36-54;FAUX;1;0-25000;0-50000;High School;Commercial;Pickup;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;mai-22;complet;dev_premium;B
991;M;0-18;FAUX;0;25000-50000;100000-150000;Bachelors;Commercial;Sports Car;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
992;F;0-18;FAUX;0;25000-50000;100000-150000;High School;Private;Pickup;VRAI;3-6 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
993;F;54-72;FAUX;0;N/C;100000-150000;High School;Private;Minivan;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
994;F;0-18;FAUX;0;25000-50000;150000-200000;High School;Commercial;Sports Car;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
995;M;72-90;FAUX;0;25000-50000;0-50000;High School;Private;Sports Car;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
996;F;54-72;FAUX;0;75000-100000;0-50000;Bachelors;Private;Sports Car;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
997;M;18-36;FAUX;2;N/C;50000-100000;High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;avr-22;complet;dev_integral;A
998;M;54-72;FAUX;0;50000-75000;N/C;Masters;Commercial;Van;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
999;M;54-72;FAUX;0;100000-125000;N/C;Masters;Commercial;Pickup;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
1000;M;0-18;FAUX;0;50000-75000;0-50000;High School;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
1001;F;72-90;FAUX;0;0-25000;50000-100000;<High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;févr-22;complet;dev_integral;A
1002;F;54-72;FAUX;0;50000-75000;0-50000;<High School;Private;SUV;VRAI;6-9 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
1003;F;72-90;FAUX;0;N/C;100000-150000;<High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;avr-22;complet;dev_integral;A
1004;M;36-54;FAUX;0;25000-50000;100000-150000;Bachelors;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
1005;F;36-54;FAUX;0;0-25000;100000-150000;High School;Private;SUV;FAUX;0-3 pts;N/C;Highly Urban/ Urban;févr-22;complet;dev_integral;A
1006;F;18-36;FAUX;0;0-25000;50000-100000;<High School;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
1007;M;36-54;FAUX;0;0-25000;100000-150000;<High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;mai-22;complet;dev_express;A
1008;F;36-54;FAUX;3;0-25000;100000-150000;High School;Private;SUV;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
1009;M;54-72;VRAI;2;50000-75000;200000-250000;Masters;Commercial;Panel Truck;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
1010;F;54-72;FAUX;1;25000-50000;0-50000;Masters;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
1011;F;54-72;FAUX;0;50000-75000;200000-250000;Bachelors;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
1012;M;18-36;FAUX;2;25000-50000;100000-150000;High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
1013;F;54-72;FAUX;1;25000-50000;0-50000;Bachelors;Private;Pickup;FAUX;9-12 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
1014;M;0-18;FAUX;0;25000-50000;100000-150000;High School;Commercial;Pickup;VRAI;0-3 pts;0-5 ans;Highly Rural/ Rural;mars-22;complet;dev_express;A
1015;M;54-72;FAUX;2;125000-150000;350000-400000;High School;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
1016;M;54-72;VRAI;3;50000-75000;200000-250000;Bachelors;Private;Minivan;VRAI;6-9 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
1017;M;72-90;FAUX;0;100000-125000;0-50000;Masters;Private;Minivan;VRAI;0-3 pts;15-20 ans;Highly Rural/ Rural;mars-22;complet;dev_express;A
1018;M;36-54;VRAI;2;100000-125000;300000-350000;Masters;Private;Minivan;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_premium;B
1019;M;54-72;FAUX;0;0-25000;100000-150000;High School;Commercial;Minivan;VRAI;3-6 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
1020;F;18-36;FAUX;0;50000-75000;200000-250000;Masters;Private;Minivan;VRAI;3-6 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;A
1021;F;72-90;FAUX;0;0-25000;0-50000;<High School;Private;Sports Car;FAUX;3-6 pts;5-10 ans;Highly Rural/ Rural;mai-22;complet;dev_premium;B
1022;F;36-54;FAUX;0;100000-125000;350000-400000;Masters;Private;Sports Car;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;B
1023;M;0-18;FAUX;0;25000-50000;100000-150000;High School;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Rural/ Rural;mai-22;complet;dev_express;A
1024;M;54-72;FAUX;1;75000-100000;200000-250000;Masters;Private;SUV;FAUX;0-3 pts;N/C;Highly Urban/ Urban;mai-22;complet;dev_integral;A
1025;M;54-72;FAUX;2;25000-50000;150000-200000;Masters;Private;Sports Car;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_premium;B
1026;F;72-90;FAUX;0;100000-125000;250000-300000;Bachelors;Private;SUV;FAUX;3-6 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
1027;F;36-54;FAUX;3;0-25000;0-50000;High School;Private;SUV;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
1028;M;0-18;FAUX;0;0-25000;0-50000;Bachelors;Commercial;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
1029;M;18-36;VRAI;2;0-25000;0-50000;High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
1030;M;18-36;FAUX;0;125000-150000;300000-350000;Bachelors;Private;Van;VRAI;3-6 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
1031;F;54-72;FAUX;1;50000-75000;150000-200000;High School;Commercial;Pickup;VRAI;3-6 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_vip;C
1032;M;36-54;FAUX;0;0-25000;0-50000;<High School;Private;SUV;FAUX;6-9 pts;5-10 ans;Highly Rural/ Rural;févr-22;complet;dev_integral;A
1033;F;54-72;VRAI;3;75000-100000;200000-250000;Bachelors;Private;Minivan;FAUX;6-9 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
1034;M;54-72;FAUX;2;50000-75000;200000-250000;Bachelors;Private;Sports Car;FAUX;0-3 pts;N/C;Highly Urban/ Urban;avr-22;complet;dev_express;A
1035;M;36-54;FAUX;1;N/C;N/C;High School;Private;Pickup;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;mai-22;complet;dev_premium;B
1036;M;54-72;FAUX;0;N/C;250000-300000;PhD;Private;Van;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
1037;F;36-54;FAUX;0;0-25000;100000-150000;Masters;Private;Pickup;VRAI;3-6 pts;15-20 ans;Highly Rural/ Rural;mars-22;complet;dev_integral;A
1038;F;18-36;FAUX;2;25000-50000;0-50000;Bachelors;Commercial;Minivan;VRAI;6-9 pts;N/C;Highly Urban/ Urban;mai-22;complet;dev_integral;A
1039;M;36-54;FAUX;1;N/C;0-50000;Bachelors;Commercial;Pickup;VRAI;0-3 pts;5-10 ans;Highly Rural/ Rural;janv-22;complet;dev_integral;A
1040;M;72-90;FAUX;0;0-25000;100000-150000;<High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
1041;F;18-36;FAUX;1;25000-50000;150000-200000;High School;Private;Minivan;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
1042;M;72-90;FAUX;1;125000-150000;350000-400000;Masters;Private;SUV;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
1043;F;0-18;FAUX;0;0-25000;0-50000;High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
1044;M;18-36;FAUX;0;50000-75000;200000-250000;Masters;Commercial;Panel Truck;FAUX;3-6 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
1045;M;72-90;FAUX;0;0-25000;100000-150000;High School;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
1046;M;36-54;FAUX;0;0-25000;0-50000;PhD;Commercial;Sports Car;FAUX;6-9 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
1047;M;18-36;FAUX;0;0-25000;50000-100000;High School;Private;Sports Car;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;févr-22;complet;dev_express;A
1048;F;36-54;FAUX;0;0-25000;0-50000;High School;Commercial;Panel Truck;VRAI;0-3 pts;5-10 ans;Highly Rural/ Rural;mai-22;complet;dev_integral;A
1049;M;54-72;FAUX;0;50000-75000;150000-200000;Bachelors;Private;Minivan;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
1050;F;18-36;FAUX;0;0-25000;100000-150000;High School;Private;SUV;FAUX;3-6 pts;5-10 ans;Highly Rural/ Rural;mai-22;complet;dev_integral;A
1051;M;54-72;FAUX;0;75000-100000;250000-300000;Bachelors;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
1052;M;72-90;FAUX;0;50000-75000;200000-250000;High School;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
1053;M;18-36;FAUX;3;0-25000;0-50000;High School;Private;Minivan;VRAI;3-6 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
1054;M;18-36;FAUX;0;N/C;N/C;Bachelors;Commercial;Minivan;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
1055;F;54-72;FAUX;0;25000-50000;0-50000;Bachelors;Private;Minivan;VRAI;3-6 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;B
1056;M;72-90;FAUX;0;50000-75000;150000-200000;Bachelors;Commercial;Panel Truck;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
1057;M;90-108;FAUX;0;75000-100000;0-50000;Masters;Private;Pickup;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
1058;F;54-72;FAUX;3;50000-75000;150000-200000;High School;Commercial;Minivan;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;mai-22;complet;dev_integral;A
1059;F;72-90;FAUX;1;50000-75000;200000-250000;Bachelors;Commercial;Minivan;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;B
1060;F;0-18;FAUX;0;50000-75000;150000-200000;<High School;Commercial;Pickup;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
1061;F;54-72;FAUX;0;50000-75000;0-50000;Masters;Commercial;Panel Truck;FAUX;6-9 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
1062;M;36-54;FAUX;0;175000-200000;500000-550000;Masters;Commercial;Panel Truck;FAUX;3-6 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
1063;F;54-72;FAUX;0;25000-50000;150000-200000;Bachelors;Private;Sports Car;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
1064;F;18-36;VRAI;0;125000-150000;300000-350000;PhD;Private;SUV;FAUX;3-6 pts;N/C;Highly Urban/ Urban;mars-22;complet;dev_express;A
1065;M;36-54;FAUX;0;0-25000;100000-150000;<High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;avr-22;complet;dev_express;A
1066;F;54-72;FAUX;0;50000-75000;200000-250000;Masters;Private;Van;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
1067;M;54-72;FAUX;0;0-25000;100000-150000;Masters;Private;Minivan;VRAI;3-6 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
1068;F;54-72;FAUX;1;50000-75000;150000-200000;Bachelors;Private;Sports Car;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
1069;F;72-90;FAUX;0;25000-50000;150000-200000;<High School;Commercial;Van;FAUX;6-9 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
1070;F;0-18;FAUX;0;125000-150000;300000-350000;Masters;Private;Van;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
1071;F;36-54;VRAI;3;100000-125000;300000-350000;Bachelors;Commercial;Pickup;VRAI;0-3 pts;0-5 ans;Highly Rural/ Rural;mars-22;complet;dev_express;A
1072;F;36-54;VRAI;2;25000-50000;200000-250000;High School;Commercial;Van;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
1073;M;36-54;VRAI;1;100000-125000;300000-350000;Bachelors;Commercial;Van;VRAI;0-3 pts;10-15 ans;Highly Rural/ Rural;mars-22;complet;dev_integral;A
1074;F;36-54;FAUX;0;150000-175000;0-50000;Masters;Commercial;Panel Truck;VRAI;3-6 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
1075;F;54-72;FAUX;0;50000-75000;150000-200000;Bachelors;Commercial;Pickup;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
1076;F;72-90;VRAI;2;25000-50000;0-50000;High School;Private;Van;FAUX;0-3 pts;N/C;Highly Urban/ Urban;févr-22;complet;dev_express;A
1077;F;36-54;VRAI;2;25000-50000;0-50000;High School;Private;Pickup;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
1078;F;54-72;FAUX;0;50000-75000;N/C;High School;Private;SUV;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
1079;F;36-54;FAUX;0;25000-50000;0-50000;Bachelors;Commercial;Panel Truck;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
1080;M;18-36;FAUX;0;50000-75000;0-50000;Bachelors;Private;Minivan;VRAI;3-6 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
1081;F;18-36;FAUX;0;125000-150000;300000-350000;Bachelors;Commercial;Panel Truck;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
1082;M;72-90;FAUX;2;100000-125000;350000-400000;Masters;Private;Minivan;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
1083;M;36-54;FAUX;0;75000-100000;250000-300000;PhD;Private;Sports Car;FAUX;3-6 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
1084;M;0-18;FAUX;0;50000-75000;0-50000;Masters;Private;SUV;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
1085;F;18-36;FAUX;2;75000-100000;300000-350000;Bachelors;Commercial;Minivan;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
1086;F;54-72;VRAI;2;0-25000;N/C;High School;Private;Sports Car;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
1087;F;36-54;VRAI;3;25000-50000;150000-200000;<High School;Private;Minivan;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
1088;M;72-90;FAUX;0;N/C;300000-350000;Bachelors;Commercial;Van;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
1089;F;18-36;FAUX;0;25000-50000;150000-200000;Masters;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
1090;M;36-54;FAUX;1;75000-100000;200000-250000;<High School;Commercial;Van;VRAI;3-6 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
1091;M;54-72;FAUX;0;25000-50000;0-50000;<High School;Private;Pickup;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
1092;F;54-72;FAUX;2;0-25000;100000-150000;Masters;Private;Sports Car;VRAI;6-9 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
1093;F;36-54;FAUX;2;50000-75000;200000-250000;Bachelors;Commercial;Pickup;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;avr-22;complet;dev_integral;A
1094;F;36-54;FAUX;0;75000-100000;N/C;Masters;Commercial;Panel Truck;VRAI;0-3 pts;15-20 ans;Highly Rural/ Rural;avr-22;complet;dev_integral;A
1095;F;0-18;VRAI;3;0-25000;0-50000;PhD;Commercial;Pickup;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
1096;F;54-72;VRAI;2;75000-100000;0-50000;Bachelors;Private;Minivan;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_premium;A
1097;F;36-54;FAUX;3;0-25000;0-50000;High School;Private;Minivan;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
1098;F;54-72;FAUX;0;100000-125000;300000-350000;Bachelors;Commercial;Panel Truck;VRAI;0-3 pts;N/C;Highly Rural/ Rural;févr-22;complet;dev_integral;A
1099;M;0-18;FAUX;0;100000-125000;250000-300000;Bachelors;Commercial;Minivan;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
1100;M;72-90;VRAI;2;N/C;250000-300000;Bachelors;Commercial;SUV;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
1101;M;36-54;FAUX;3;150000-175000;400000-450000;PhD;Private;Van;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_vip;C
1102;F;54-72;FAUX;0;25000-50000;0-50000;Masters;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Rural/ Rural;mars-22;complet;dev_integral;A
1103;M;36-54;FAUX;0;100000-125000;0-50000;Masters;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
1104;F;54-72;FAUX;0;75000-100000;0-50000;Bachelors;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
1105;M;0-18;FAUX;0;100000-125000;300000-350000;Bachelors;Private;Minivan;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;avr-22;complet;dev_express;A
1106;M;0-18;VRAI;3;100000-125000;300000-350000;Masters;Commercial;Panel Truck;FAUX;9-12 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
1107;M;0-18;FAUX;0;50000-75000;200000-250000;Masters;Commercial;Panel Truck;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_premium;A
1108;M;0-18;FAUX;2;25000-50000;200000-250000;Bachelors;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
1109;F;54-72;FAUX;0;75000-100000;250000-300000;Bachelors;Commercial;Van;FAUX;6-9 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
1110;M;36-54;FAUX;1;125000-150000;350000-400000;Masters;Private;SUV;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_premium;A
1111;M;54-72;FAUX;0;0-25000;100000-150000;<High School;Commercial;Pickup;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
1112;M;18-36;FAUX;0;50000-75000;150000-200000;Masters;Private;Sports Car;FAUX;0-3 pts;20-25 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
1113;M;72-90;FAUX;0;0-25000;100000-150000;Bachelors;Private;Sports Car;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
1114;M;54-72;FAUX;0;25000-50000;150000-200000;<High School;Private;Van;VRAI;3-6 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
1115;F;54-72;FAUX;0;25000-50000;0-50000;Masters;Private;Minivan;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
1116;F;36-54;FAUX;0;50000-75000;200000-250000;Masters;Private;Pickup;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
1117;M;0-18;FAUX;2;25000-50000;N/C;High School;Private;Pickup;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
1118;F;36-54;FAUX;0;25000-50000;150000-200000;High School;Commercial;Pickup;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
1119;M;72-90;FAUX;0;50000-75000;200000-250000;High School;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
1120;F;18-36;FAUX;0;75000-100000;250000-300000;PhD;Private;Minivan;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
1121;M;18-36;FAUX;0;75000-100000;0-50000;Bachelors;Private;Sports Car;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
1122;F;54-72;FAUX;0;100000-125000;300000-350000;Masters;Commercial;Panel Truck;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
1123;F;72-90;FAUX;0;100000-125000;300000-350000;Masters;Commercial;Panel Truck;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;A
1124;M;18-36;VRAI;3;25000-50000;100000-150000;High School;Commercial;Minivan;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
1125;F;0-18;FAUX;2;50000-75000;200000-250000;Bachelors;Commercial;Pickup;FAUX;0-3 pts;10-15 ans;Highly Rural/ Rural;mars-22;complet;dev_express;A
1126;M;0-18;FAUX;0;50000-75000;N/C;Bachelors;Private;Pickup;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
1127;M;0-18;FAUX;0;0-25000;0-50000;High School;Commercial;Minivan;VRAI;0-3 pts;10-15 ans;Highly Rural/ Rural;mars-22;complet;dev_express;A
